\N	5	1	2
\N	5	2	6
\N	5	3	6
\N	5	4	6
\N	5	5	6
\N	5	6	6
\N	5	7	6
\N	5	8	6
\N	5	9	6
\N	5	10	6
\N	5	11	6
\N	5	12	2
\N	5	13	2
\N	5	14	5
\N	5	15	5
\N	5	16	3
\N	5	17	3
\N	5	18	1
\N	5	19	3
\N	5	20	3
\N	5	21	3
\N	5	22	1
\N	5	23	1
\N	5	24	1
\N	5	25	3
\N	5	26	2
\N	5	27	2
\N	5	28	5
\N	5	29	5
\N	5	30	1
\N	5	31	3
\N	5	32	3
\N	5	33	3
\N	5	34	3
\N	5	35	3
\N	5	36	3
\N	5	37	3
\N	5	38	3
\N	5	39	2
\N	5	40	2
\N	5	41	2
\N	5	42	5
\N	5	43	5
\N	5	44	3
\N	5	45	3
\N	5	46	3
\N	5	47	3
\N	5	48	3
\N	5	49	3
\N	5	50	3
\N	5	51	3
\N	5	52	2
\N	5	53	2
\N	5	54	2
\N	5	55	5
\N	5	56	5
\N	5	57	5
\N	5	58	5
\N	5	59	5
\N	5	60	5
\N	5	61	5
\N	5	62	5
\N	5	63	5
\N	5	64	5
\N	5	65	5
\N	5	66	5
\N	5	67	5
\N	5	68	5
\N	5	69	5
\N	5	70	5
\N	5	71	5
\N	5	72	6
\N	5	73	6
\N	5	74	6
\N	5	75	2
\N	5	76	6
\N	5	77	6
\N	5	78	6
\N	5	79	6
\N	5	80	2
\N	5	81	6
\N	5	82	6
\N	5	83	6
\N	5	84	2
\N	5	85	2
\N	5	86	2
\N	5	87	5
\N	5	88	5
\N	5	89	5
\N	5	90	5
\N	5	91	5
\N	5	92	5
\N	5	93	5
\N	5	94	5
\N	5	95	5
\N	5	96	5
\N	5	97	5
\N	5	98	5
\N	5	99	5
\N	5	100	5
\N	5	101	5
\N	5	102	5
\N	5	103	5
\N	5	104	5
\N	5	105	5
\N	5	106	5
\N	5	107	5
\N	5	108	5
\N	5	109	5
\N	5	110	5
\N	5	111	5
\N	5	112	5
\N	5	113	5
\N	5	114	2
\N	5	115	5
\N	5	116	5
\N	5	117	5
\N	5	118	5
\N	6	1	5
\N	6	2	5
\N	6	3	5
\N	6	4	5
\N	6	5	5
\N	6	6	5
\N	6	7	5
\N	6	8	5
\N	6	9	5
\N	6	10	5
\N	6	11	5
\N	6	12	5
\N	6	13	5
\N	6	14	6
\N	6	15	6
\N	6	16	7
\N	6	17	7
\N	6	18	7
\N	6	19	7
\N	6	20	7
\N	6	21	7
\N	6	22	7
\N	6	23	7
\N	6	24	7
\N	6	25	7
\N	6	26	7
\N	6	27	7
\N	6	28	7
\N	6	29	6
\N	6	30	7
\N	6	31	7
\N	6	32	7
\N	6	33	2
\N	6	34	7
\N	6	35	7
\N	6	36	2
\N	6	37	7
\N	6	38	7
\N	6	39	7
\N	6	40	7
\N	6	41	7
\N	6	42	6
\N	6	43	6
\N	6	44	7
\N	6	45	7
\N	6	46	7
\N	6	47	7
\N	6	48	7
\N	6	49	7
\N	6	50	7
\N	6	51	7
\N	6	52	7
\N	6	53	7
\N	6	54	7
\N	6	55	6
\N	6	56	6
\N	6	57	6
